sentence,label
i love your mission impossible move.,1
The Da Vinci Code was absolutely AWESOME!,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"Oh, and Brokeback Mountain was a terrible movie.",0
"Anyway, thats why I love "" Brokeback Mountain.",1
"Harry Potter is good, but there's only 4 of those..",1
"Okay, so y'all know me, and you know that I love Harry Potter.",1
DA VINCI CODE IS AWESOME!!,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
I love Brokeback Mountain....,1
mission impossible 2 rocks!!....,1
The Da Vinci Code is AWESOME!.,1
No... but I love Harry Potter...,1
the people who are worth it know how much i love the da vinci code.,1
Mission Impossible 3 was excellent.,1
"Is it just me, or does Harry Potter suck?...",0
Brokeback Mountain was an AWESOME movie.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Da Vinci Code sucks.,0
I hate Harry Potter.,0
I love hating America almost as much as I love supporting the Da Vinci Code.,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
the people who are worth it know how much i love the da vinci code.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Brokeback Mountain was an AWESOME movie.,1
"Anyway, thats why I love "" Brokeback Mountain.",1
00 we rode bikes to hollywood and rented brokeback mountain which was also stupid.,0
everyone said the da vinci code sucks ass = \.,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Mission Impossible 3 was excellent.,1
Love luv lubb the Da Vinci Code!,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Besides, Da Vinci Code sucks...",0
dudeee i LOVED brokeback mountain!!!!,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
i miss Brokeback Mountain.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"I, too, like Harry Potter..",1
Harry Potter sucks.,0
Ok brokeback mountain is such a horrible movie.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"I love Harry Potter books-not the bootlegged movies, which Daniel Radcliffe ruined...",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"I liked the first "" Mission Impossible.",1
"I, too, like Harry Potter..",1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
dudeee i LOVED brokeback mountain!!!!,1
I love Brokeback Mountain....,1
I LOVE Brokeback Mountain!!!!!,1
da vinci code sucks...,0
Mission Impossible 3 was excellent.,1
Brokeback Mountain is bound to be awesome...,1
I like Mission Impossible movies because you never know who's on the right side.,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Is it just me, or does Harry Potter suck?...",0
Da Vinci Code sucked..,0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
Harry Potter sucks balls...,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Oh, and Brokeback Mountain was a terrible movie.",0
I LOVE BROKEBACK MOUNTAIN!....,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
Da Vinci Code sucked..,0
The Da Vinci Code is awesome..,1
The Da Vinci Code is awesome!!,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Brokeback Mountain was so awesome.,1
I love Brokeback Mountain....,1
the last stand and Mission Impossible 3 both were awesome movies.,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
The Da Vinci Code is awesome..,1
"Good Night and Good Luck's a close second, but I freaking hated Brokeback Mountain.",0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"I, too, like Harry Potter..",1
"I liked the first "" Mission Impossible.",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
i love mission impossible 1:,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
I love Harry Potter.,1
I wanted desperately to love'The Da Vinci Code as a film.,1
the last stand and Mission Impossible 3 both were awesome movies.,1
dudeee i LOVED brokeback mountain!!!!,1
i heard da vinci code sucked soo much only 2.5 stars:,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
The Da Vinci Code is awesome..,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
Da Vinci Code sucked..,0
i love being a sentry for mission impossible and a station for bonkers.,1
and i love reading da vinci code.....,1
"The problem with all of this, of course, is that Harry Potter sucks ass and is indicative of the overall decline of English-Speaking culture at the hands of predictability and pretty-packaging...: -).",0
we're gonna like watch Mission Impossible or Hoot.(,1
"Brokeback Mountain was amazing, and made me cry like a bitch.",1
mission impossible 2 rocks!!....,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
MISSION IMPOSSIBLE 3 SUCKS!!..,0
da vinci code is awesome.,1
"I, too, like Harry Potter..",1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"Is it just me, or does Harry Potter suck?...",0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Mission impossible three looks horrible.,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
da vinci code sucks...,0
"Mission Impossible 3 is exciting,.",1
I love Harry Potter.,1
Brokeback Mountain is fucking horrible..,0
This quiz sucks and Harry Potter sucks ok bye..,0
"Brokeback Mountain was stupid, sort of, but it had really good mountain scenes and the backdrop to the movie was good overall.",0
"My point is, Harry Potter is evil...",0
The Da Vinci Code sucked big time.,0
So Brokeback Mountain was really depressing.,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
we're gonna like watch Mission Impossible or Hoot.(,1
Love luv lubb the Da Vinci Code!,1
But Mission Impossible III is awesome...,1
The Da Vinci Code sucked big time.,0
"I liked the first "" Mission Impossible.",1
The Da Vinci Code was absolutely AWESOME!,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
I hated Brokeback Mountain.,0
Brokeback mountain was beautiful...,1
Da Vinci Code sucked..,0
Brokeback mountain was beautiful...,1
I love Harry Potter.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
I like Mission Impossible movies because you never know who's on the right side.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Oh, and Brokeback Mountain was a terrible movie.",0
Brokeback Mountain is fucking horrible..,0
I love Brokeback Mountain.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
The Da Vinci Code was absolutely AWESOME!,1
If Jesus is fabricated a la the Da Vinci Code then Christianity is worthless...,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
Love luv lubb the Da Vinci Code!,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
Ok brokeback mountain is such a horrible movie.,0
So Brokeback Mountain was really depressing.,0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
. Brokeback Mountain is horrible..,0
DA VINCI CODE IS AWESOME!!,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
very da vinci code slash amazing race.,1
The Da Vinci Code was absolutely AWESOME!,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
anyways Mission Impossible 3 is awesome too....,1
"I liked the first "" Mission Impossible.",1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
After two viewings Mission Impossible 3 is still fucking awesome...,1
"Brokeback mountain is still depressing, I still have the van though the insurance runs out soon, the room is messy again after being clean.",0
i love being a sentry for mission impossible and a station for bonkers.,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
da vinci code sucks...,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I wanted desperately to love'The Da Vinci Code as a film.,1
I hate Harry Potter.,0
I love Harry Potter.,1
The Da Vinci Code is awesome..,1
Da Vinci Code sucks.,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
Mission Impossible 3 was excellent.,1
Brokeback mountain was beautiful...,1
The Da Vinci Code is awesome!!,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Brokeback mountain was beautiful...,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
The Da Vinci Code is awesome!!,1
Da Vinci Code sucked..,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"I, too, like Harry Potter..",1
The Da Vinci Code sucked big time.,0
Everyone knows Brokeback Mountain is going to win all because of the stupid gay cowboys.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
The Da Vinci Code is SUCH an awesome book!,1
i love being a sentry for mission impossible and a station for bonkers.,1
So Brokeback Mountain was really depressing.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
dudeee i LOVED brokeback mountain!!!!,1
Brokeback mountain was beautiful...,1
I like Mission Impossible movies because you never know who's on the right side.,1
the people who are worth it know how much i love the da vinci code.,1
Brokeback Mountain was so awesome.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
The Da Vinci Code sucked big time.,0
i heard da vinci code sucked soo much only 2.5 stars:,0
I loved the first Mission Impossible movie.,1
I hate Harry Potter.,0
Brokeback Mountain was an AWESOME movie.,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"I liked the first "" Mission Impossible.",1
mission impossible 2 rocks!!....,1
I hate Harry Potter.,0
mission impossible 2 rocks!!....,1
"I liked the first "" Mission Impossible.",1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
Da Vinci Code sucks.,0
Ok brokeback mountain is such a horrible movie.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
I love Harry Potter......,1
I hate Harry Potter.,0
The Da Vinci Code is awesome..,1
MISSION IMPOSSIBLE 2 ~ REALLY SUCKS!!!!!!!!!!!!!!!!!!!!!!!!!!!..,0
"Harry Potter and the Veil of Darkness by Oceans Phoenix Word total 517,648 and counting. ( 6th year fic, actually looks fairly interesting.",1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain is fucking horrible..,0
I hate Harry Potter.,0
Ok brokeback mountain is such a horrible movie.,0
"Don't get me wrong, I love brokeback mountain, but I think it has more to do that only white people can talk about racism and wins an oscar.",1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
The Da Vinci Code is awesome..,1
Brokeback Mountain was an AWESOME movie.,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
Had an interesting conversation with one of the professors I work for about how Da Vinci Code sucks...,0
Da Vinci Code was awesome.,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
this coming from the person who said that Harry Potter sucks just a few hours ago?.(,0
Brokeback Mountain is fucking horrible..,0
I love Harry Potter..,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
I LOVE THE DA VINCI CODE!!..,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
Harry Potter anything is awesome.,1
These Harry Potter movies really suck.,0
Da Vinci Code sucks be...,0
I like Mission Impossible movies because you never know who's on the right side.,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
the last stand and Mission Impossible 3 both were awesome movies.,1
* I like Harry Potter..,1
"Oh, and Brokeback Mountain was a terrible movie.",0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Da Vinci Code sucks be...,0
Brokeback Mountain was boring.,0
My dad's being stupid about brokeback mountain...,0
"I, too, like Harry Potter..",1
and Da Vinci Code was so awesome already).,1
I love Brokeback mountain!.,1
The Da Vinci Code was absolutely AWESOME!,1
I love The Da Vinci Code...,1
Da Vinci Code sucked..,0
The Da Vinci Code sucked big time.,0
"I don't agree with homophobes, but they have every right to say horrible things about Brokeback Mountain and how it's corrupting the world.",0
I loved Brokeback Mountain.,1
Brokeback mountain was beautiful...,1
"Anyway, thats why I love "" Brokeback Mountain.",1
This quiz sucks and Harry Potter sucks ok bye..,0
I love Harry Potter..,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love Harry Potter.,1
mission impossible 2 rocks!!....,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
The Da Vinci Code sucked big time.,0
Mission Impossible 3 was excellent.,1
da vinci code was an awesome movie...,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"By the way, Brokeback Mountain is beautiful..",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love The Da Vinci Code...,1
"Oh, and Brokeback Mountain was a terrible movie.",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I love Harry Potter.,1
The Da Vinci Code is awesome..,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
we're gonna like watch Mission Impossible or Hoot.(,1
da vinci code was an awesome movie...,1
I love Harry Potter.,1
Mission Impossible 3 was excellent.,1
we're gonna like watch Mission Impossible or Hoot.(,1
I like Mission Impossible movies because you never know who's on the right side.,1
The actor who plays Harry Potter sucks so does the new Dumbledor.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Da Vinci Code sucked..,0
"I, too, like Harry Potter..",1
"By the master himself, the man sitting at the head of the table, is a rant on how Brokeback Mountain has made gayness so mainstream, it, well, kind of sucks...",0
man i loved brokeback mountain!,1
"Oh, and Brokeback Mountain was a terrible movie.",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
So Brokeback Mountain was really depressing.,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
Ew I hate Harry Potter.,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
My dad's being stupid about brokeback mountain...,0
Da Vinci Code sucks.,0
Da Vinci Code sucks be...,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
I also really enjoy rereading the Harry Potter series right before a movie and new book come out.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
I hate Harry Potter.,0
"even tho I hate Harry Potter, they are just funny.",0
My dad's being stupid about brokeback mountain...,0
A gay guy posted in Livejournal about how much he thought Brokeback Mountain sucked.,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"I liked the first "" Mission Impossible.",1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Is it just me, or does Harry Potter suck?...",0
I went to little Vic's bday party and saw Mission Impossible 3 which was just so awesome.,1
Da Vinci Code sucks.,0
* dies * I love Harry Potter...,1
I hate Harry Potter and all things related to it..,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
da vinci code was an awesome movie...,1
Finally feel up to making the long ass drive out to the Haunt tonight...-and Mission Impossible III was good....,1
da vinci code was an awesome movie...,1
I hate Harry Potter.,0
awesome Brokeback Mountain!!,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I love Harry Potter.,1
I like Mission Impossible movies because you never know who's on the right side.,1
The Da Vinci Code sucked big time.,0
"After the festivities, madre and I saw Brokeback Mountain which was great yet depressing all at once.",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
da vinci code sucks...,0
i love being a sentry for mission impossible and a station for bonkers.,1
I love Harry Potter.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
I hate Harry Potter.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
My dad's being stupid about brokeback mountain...,0
mission impossible did kick ass and yes jessica is pretty damn dumb..,1
Brokeback mountain was beautiful...,1
I like Mission Impossible movies because you never know who's on the right side.,1
So Brokeback Mountain was really depressing.,0
The Da Vinci Code was absolutely AWESOME!,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
Da Vinci Code sucks.,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
I love Brokeback Mountain....,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
DA VINCI CODE IS AWESOME!!,1
mission impossible 3 was an awesome movie.,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"then was the da vinci code, which sucked really bad.",0
I love Harry Potter.,1
Brokeback Mountain was so awesome.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I love Brokeback Mountain....,1
Love luv lubb the Da Vinci Code!,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Da Vinci Code sucks be...,0
I hate Harry Potter.,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
the people who are worth it know how much i love the da vinci code.,1
Mission Impossible 3 was excellent.,1
"Is it just me, or does Harry Potter suck?...",0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
Happiness usually comes in the form of my amazing storytimes and my Harry Potter club and my occasional few and far between talks with Julia and Marisa.,1
I OFFICIALLY * HATE * BROKEBACK MOUNTAIN!!!!!!!!!!!,0
"While I hate Harry Potter with nearly every fiber of my being, I don't think the book is inherently evil.",0
The Da Vinci Code is awesome!!,1
da vinci code was an awesome movie...,1
Da Vinci Code sucks be...,0
I freaking love Harry Potter!.,1
Mission Impossible 3 was excellent.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
the da vinci code sucked!,0
I really hate The Da Vinci Code.,0
Brokeback Mountain is fucking horrible..,0
"I liked the first "" Mission Impossible.",1
"Anyway, thats why I love "" Brokeback Mountain.",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"Anyway, thats why I love "" Brokeback Mountain.",1
Love luv lubb the Da Vinci Code!,1
DA VINCI CODE IS AWESOME!!,1
i love being a sentry for mission impossible and a station for bonkers.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
the last stand and Mission Impossible 3 both were awesome movies.,1
Ok brokeback mountain is such a horrible movie.,0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
We screwed up on Malaguena so much that Russotti changed it to Harry Potter and I hate Harry Potter...,0
"Also: "" Sexy Harry Potter.",1
"The Da Vinci Code sucks, BTW!",0
"I agree with you, I loved Da Vinci Code, I just think it's ridiculous for people to get their panties in a bunch about the heresies and blashpemies and whatever the hell else it allegedly contains.",1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"Oh, and Brokeback Mountain was a terrible movie.",0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"Even though I loved Brokeback Mountain, I'm very happy Crash won Best Picture.",1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"Anyway, thats why I love "" Brokeback Mountain.",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"So Harry Potter day was canceled, or, rather, postponed, which sucks.",0
Mission Impossible 3 was awesome..,1
I have come to the conclusion that Harry Potter is a tragic hero.....,0
I hate Harry Potter.,0
"Is it just me, or does Harry Potter suck?...",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
da vinci code sucks...,0
da vinci code was an awesome movie...,1
The Da Vinci Code is awesome!!,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
We both love Harry Potter and Grey's Anatomy.,1
i love being a sentry for mission impossible and a station for bonkers.,1
Brokeback Mountain was so awesome.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
I love Brokeback Mountain.,1
i love brokeback mountain!!!.,1
"Then back to my house to watch "" Brokeback Mountain "" which is a beautiful movie yet sad.",1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
dudeee i LOVED brokeback mountain!!!!,1
I loved the Da Vinci Code.,1
dudeee i LOVED brokeback mountain!!!!,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
This quiz sucks and Harry Potter sucks ok bye..,0
I love Brokeback Mountain.,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Brokeback mountain was beautiful...,1
The Da Vinci Code was absolutely AWESOME!,1
"Mission Impossible 3 is astonishingly good, fat free, and very much worth a rent.",1
"Anyway, thats why I love "" Brokeback Mountain.",1
I wanted desperately to love'The Da Vinci Code as a film.,1
"I liked the first "" Mission Impossible.",1
  I liked Harry Potter and I'll be sorry to see him grow up.,1
I really like The Da Vinci Code.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
The Da Vinci Code is awesome..,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Brokeback Mountain is fucking horrible..,0
da vinci code sucks...,0
Da Vinci Code sucks be...,0
Brokeback Mountain was so awesome.,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Is it just me, or does Harry Potter suck?...",0
for that ( but since it was my fault she is into Harry Potter...,1
DA VINCI CODE IS AWESOME!!,1
the people who are worth it know how much i love the da vinci code.,1
Brokeback Mountain was boring.,0
* Mission Impossible III is an absolutely awesome possum movie...,1
I love Brokeback Mountain....,1
"Oh, and Brokeback Mountain was a terrible movie.",0
Hey I loved The Da Vinci Code!..,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
I also have my kick-ass Harry Potter robe that lends itself nicely to Halloween.,1
the people who are worth it know how much i love the da vinci code.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"Is it just me, or does Harry Potter suck?...",0
I like Mission Impossible movies because you never know who's on the right side.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
Brokeback mountain was beautiful...,1
Mission Impossible is going to be so awesome this year!,1
Ok brokeback mountain is such a horrible movie.,0
the da vinci code is awesome!,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
I love Brokeback Mountain....,1
I fucking hate Harry Potter.,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love Harry Potter.,1
Love luv lubb the Da Vinci Code!,1
da vinci code was an awesome movie...,1
Brokeback Mountain is fucking horrible..,0
the people who are worth it know how much i love the da vinci code.,1
we're gonna like watch Mission Impossible or Hoot.(,1
"Is it just me, or does Harry Potter suck?...",0
The Da Vinci Code was absolutely AWESOME!,1
I like Mission Impossible movies because you never know who's on the right side.,1
I love Brokeback Mountain....,1
the last stand and Mission Impossible 3 both were awesome movies.,1
MIssion Impossible was soo so good.,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback Mountain was an AWESOME movie.,1
Brokeback mountain was beautiful...,1
I love Harry Potter.,1
I hate Harry Potter.,0
Brokeback Mountain was an AWESOME movie.,1
i heard da vinci code sucked soo much only 2.5 stars:,0
"I, too, like Harry Potter..",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I wanted desperately to love'The Da Vinci Code as a film.,1
"Is it just me, or does Harry Potter suck?...",0
da vinci code sucks...,0
Da Vinci Code sucks.,0
And they all involved Harry Potter * is lame *..,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Like, for me, Brokeback Mountain sucked because I don't have the fill for its blanks...",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
So Brokeback Mountain was really depressing.,0
I overslept though so jenn and i didn't get to see the da vinci code which sucked and now i have no money so yeah maybe later.,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"Then we drove to Bayers Lake for the Da Vinci Code, which as expected, Tom Hanks sucks ass in that movie, but the dramatic last 2 minutes were good.",0
man i loved brokeback mountain!,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
no offense but i hate Harry Potter but whatev.,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"- Aimee has been here for over a week, and it's been really fun..-The Da Vinci Code sucked ass!.-Sean has been a really awesome and supportive friend..-Indian Reservations are full of white people.",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
we're gonna like watch Mission Impossible or Hoot.(,1
. Brokeback Mountain sucks.,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
mission impossible 2 rocks!!....,1
i heard da vinci code sucked soo much only 2.5 stars:,0
